Letter,Letter_URL,Num,Title,Image_URL,by_VG
let726,https://vangoghletters.org/vg/letters/let726/letter.html,1272,Louis Gustave Ricard - Alfred Bruyas,https://vangoghletters.org/vg/illustrations/1272.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,732,"Gustave Courbet - Alfred Bruyas, or Tableau-Solution",https://vangoghletters.org/vg/illustrations/732.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2266,"Gustave Courbet - Alfred Bruyas, or Bruyas unwell",https://vangoghletters.org/vg/illustrations/2266.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2267,Gustave Courbet - Alfred Bruyas in profile,https://vangoghletters.org/vg/illustrations/2267.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,666,Alexandre Cabanel - Alfred Bruyas,https://vangoghletters.org/vg/illustrations/666.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2288,Thomas Couture - Mr Bruyas,https://vangoghletters.org/vg/illustrations/2288.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2268,Thomas Couture - Mr Bruyas,https://vangoghletters.org/vg/illustrations/2268.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,1401,Marcel-Antoine Verdier - Christ crowned with thorns,https://vangoghletters.org/vg/illustrations/1401.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,1366,Nicolas Francois Octave Tassaert - Bruyas,https://vangoghletters.org/vg/illustrations/1366.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2269,Nicolas Francois Octave Tassaert - Bruyas,https://vangoghletters.org/vg/illustrations/2269.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2270,Nicolas Francois Octave Tassaert - Bruyas in his home,https://vangoghletters.org/vg/illustrations/2270.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2271,Giotto di Bondone - The death and assumption of the Virgin,https://vangoghletters.org/vg/illustrations/2271.jpg,False
let726,https://vangoghletters.org/vg/letters/let726/letter.html,2272,Paulus Potter - Cows in the pasture,https://vangoghletters.org/vg/illustrations/2272.jpg,False
